Author,Quote
Mortimer Adler,"In idling, the motor's running, but you're letting your mind take in anything. Things pop into it. Those are the gifts of subterranean conscious."
Rick Scott,"You've got to be known for what you're running on, what principles."
Jeremy Camp,"I think people need to realize they're not alone, and that there's hope, and it's running to Jesus."
David Bohm,"But you don't decide what to do with the info. Thought runs you. Thought, however, gives false info that you are running it, that you are the one who controls thought. Whereas actually thought is the one which controls each one of us."
P. J. O'Rourke,"By the end of the 1950s, American cars were so reliable that their reliability went without saying even in car ads. Thousands of them bear testimony to this today, still running on the roads of Cuba though fueled with nationalized Venezuelan gasoline and maintained with spit and haywire."
Joe Taslim,"Besides being good for our body, running helps us to focus and throw away negative energy."
Carey Mulligan,"I probably dreamt about running off to America or something when I was 16 because it just seemed like I was studying algebra and going, 'What am I going to use this for?'"
Stephen Miller,"Everybody who stands against Donald Trump are the people who have been running the country into the ground, who have been controlling the levers of power. They're the people who are responsible for our open borders, for our shrinking middle class, for our terrible trade deals."
Kenneth Lay,"I've been a strong financial and political supporter of, first, President Bush Sr. when he was running for president, and even when he ran for president a time or two and failed."
Ray Kurzweil,People say we're running out of energy. That's only true if we stick with these old 19th century technologies. We are awash in energy from the sunlight.
Boy George,"Lots of headless chickens running around - artists with 14 million followers on Twitter, some making millions, none making cultural impact."
Mads Mikkelsen,"I felt perhaps 'The Girl with the Dragon Tattoo' was a little premature. It was a huge hit around the world - it was still running in the theatres - and the Americans at that time were already shooting the remake, and I was like, 'Whoa! Give it a break of five or six years and get a little inspired, and then do it.'"
Sam Altman,"The hard part of running a business is that there are a hundred things that you could be doing, and only five of those actually matter, and only one of them matters more than all of the rest of them combined. So figuring out there is a critical path thing to focus on and ignoring everything else is really important."
Craig Kilborn,"The big political news, Arnold Schwarzenegger announced he's running for governor of California, and already, people are chanting, 'Four more vowels, four more vowels.'"
